T,TM,Tm,SLP,H,W,V,VM,PM 2.5
nan,nan,nan,nan,nan,nan,nan,nan,101.75

nan,nan,nan,nan,nan,nan,nan,nan,117.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,147.83333333333334

31.3,36.2,24,1005.9,40,5.5,11.3,18.3,158.29166666666666

31.4,39.4,24.6,1006.1,40,5.5,13.9,29.4,149.58333333333334

29.9,40.4,22.9,1007.5,47,5.3,13.5,18.3,107.29166666666669

nan,nan,nan,nan,nan,nan,nan,nan,96.25

nan,nan,nan,nan,nan,nan,nan,nan,76.25

nan,nan,nan,nan,nan,nan,nan,nan,101.5

36.7,42,27,1001.8,24,5.5,17,25.9,106.5

36.1,43,29.5,1002.8,19,5.3,21.7,37,128.125

36.4,43,27.5,1002,20,5.6,15.7,27.8,108.0

nan,nan,nan,nan,nan,nan,nan,nan,125.625

nan,nan,nan,nan,nan,nan,nan,nan,137.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,101.95833333333331

37.2,44.4,29.5,995.8,23,5.5,8.9,14.8,98.41666666666669

39.7,46,30.2,994.3,16,5.6,22.4,44.6,94.375

37.7,43,32,997.3,28,5.5,31.3,51.9,118.5

nan,nan,nan,nan,nan,nan,nan,nan,89.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,87.25

nan,nan,nan,nan,nan,nan,nan,nan,107.625

35.1,40,29.4,1000.4,36,5.3,29.6,50,110.41666666666669

35.1,41,28.5,1000.8,38,5.6,20.7,33.5,95.83333333333331

35.7,40,29,1001.7,35,5.5,23.9,27.8,93.5

nan,nan,nan,nan,nan,nan,nan,nan,97.625

nan,nan,nan,nan,nan,nan,nan,nan,76.95833333333333

nan,nan,nan,nan,nan,nan,nan,nan,72.25

34.8,40.5,27,1002.3,37,5.6,17.4,27.8,38.66666666666666

35.9,41.5,29.8,1001.4,32,5.3,17.8,44.6,45.375

38,42,31,1001.6,28,5.1,15,27.8,65.16666666666667

34.3,42,31,1001.2,37,4.7,12.8,27.8,67.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,80.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,74.16666666666667

nan,nan,nan,nan,nan,nan,nan,nan,66.08333333333333

35.3,42,24,-,40,5.6,16.3,25.9,77.66666666666667

34.8,42,27.4,999.2,36,5.5,11.9,22.2,70.25

35,41,28.8,999.6,38,5.5,17.4,29.4,75.125

nan,nan,nan,nan,nan,nan,nan,nan,37.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,57.375

nan,nan,nan,nan,nan,nan,nan,nan,56.29166666666666

35.1,39,29,1000.8,37,5.5,21.9,37,77.0

33.7,38,28.6,999.8,41,5.5,22.8,33.5,32.958333333333336

32.4,37,28,998.4,46,5.1,23.3,40.7,40.833333333333336

nan,nan,nan,nan,nan,nan,nan,nan,42.54166666666666

nan,nan,nan,nan,nan,nan,nan,nan,93.08333333333331

nan,nan,nan,nan,nan,nan,nan,nan,80.625

29.8,35,23.6,1000.4,69,3.7,9.8,21.7,90.70833333333331

30.1,37,26,999.7,69,4,10.2,22.2,97.29166666666669

30.1,36,24.2,1000.1,70,4,9.4,18.3,79.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,87.75

nan,nan,nan,nan,nan,nan,nan,nan,63.5

nan,nan,nan,nan,nan,nan,nan,nan,50.708333333333336

27.2,31,23.3,1002.3,76,4,13.9,22.2,40.375

28.4,34.2,24,1000.9,77,3.7,13.5,33.5,49.41666666666666

29.1,34.5,23,999.5,75,3.7,13.3,22.2,43.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,52.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,49.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,61.875

29.3,33,24,998.3,74,4.2,15.2,22.2,0.0

27.6,30.5,24,998.5,86,4,10,22.2,29.666666666666668

24.9,27,23.8,999.3,94,3.5,9.3,14.8,47.75

nan,nan,nan,nan,nan,nan,nan,nan,37.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,33.083333333333336

nan,nan,nan,nan,nan,nan,nan,nan,49.125

24.8,25.5,22.3,999.9,92,1.6,20.7,27.8,43.66666666666666

25.4,27,24,997.8,94,1.9,24.1,33.5,29.83333333333333

24.1,25,23.6,996.2,97,1.1,25.2,42.4,29.666666666666668

nan,nan,nan,nan,nan,nan,nan,nan,56.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,39.25

nan,nan,nan,nan,nan,nan,nan,nan,35.208333333333336

25.3,27.2,23.4,1000.4,92,3.5,15,18.3,37.625

26.2,29,23.9,1001.3,87,4,15.7,22.2,41.458333333333336

26.1,28,24,1001.8,86,4,16.3,22.2,53.125

nan,nan,nan,nan,nan,nan,nan,nan,54.875

nan,nan,nan,nan,nan,nan,nan,nan,65.75

nan,nan,nan,nan,nan,nan,nan,nan,38.583333333333336

27.1,30,24,1003.7,81,3.7,17.6,25.9,36.0

27.5,31,23.8,1002.9,80,3.7,12,14.8,70.58333333333333

28,32,25,1002.1,78,3.7,13.9,22.2,52.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,36.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,45.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,33.166666666666664

27.8,32.2,25.2,1002.5,84,3.1,11.1,44.6,38.25

26.2,31,24,1003.3,93,2.9,8.9,18.3,26.58333333333333

25.6,29,23.8,1003.4,93,4,13.3,22.2,57.583333333333336

nan,nan,nan,nan,nan,nan,nan,nan,30.70833333333333

nan,nan,nan,nan,nan,nan,nan,nan,35.375

nan,nan,nan,nan,nan,nan,nan,nan,15.416666666666666

25.9,28,23.7,1001.9,89,3.5,12.8,22.2,41.375

24.3,26,23.6,999.8,97,1.9,15.9,22.2,25.541666666666668

24.5,26.2,22.8,997.3,95,2.3,13.7,55.4,28.375

25.1,28.2,23,997,94,2.3,15.4,33.5,40.333333333333336

nan,nan,nan,nan,nan,nan,nan,nan,39.333333333333336

nan,nan,nan,nan,nan,nan,nan,nan,41.833333333333336

nan,nan,nan,nan,nan,nan,nan,nan,50.333333333333336

23.4,24,23,1000.8,98,1.9,17,27.8,35.375

24.5,26,22.9,1001.6,92,2.7,19.3,27.8,31.916666666666668

24.6,26,23,1000.7,90,2.7,19.8,27.8,36.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,33.291666666666664

nan,nan,nan,nan,nan,nan,nan,nan,35.5

nan,nan,nan,nan,nan,nan,nan,nan,35.291666666666664

24.8,26,23.4,1003.1,94,3.4,17.6,22.2,26.83333333333333

24.7,26.5,22.8,1002.4,92,2.4,18.9,25.9,21.125

25.3,27,23,1002,86,3.4,18.7,25.9,18.0

nan,nan,nan,nan,nan,nan,nan,nan,28.041666666666668

nan,nan,nan,nan,nan,nan,nan,nan,34.875

nan,nan,nan,nan,nan,nan,nan,nan,35.708333333333336

22.7,24,21.6,999.9,96,1.4,27.6,53.9,43.583333333333336

21.9,22.5,21.4,999.9,98,1.8,28,33.5,46.04166666666666

23.6,25.5,21.3,1002.6,90,4,18.7,33.5,28.75

nan,nan,nan,nan,nan,nan,nan,nan,70.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,58.54166666666666

nan,nan,nan,nan,nan,nan,nan,nan,82.875

26.6,31,23,1004.8,82,4,9.6,14.8,64.91666666666667

26.3,30,23.4,1005,85,3.7,6.7,14.8,30.666666666666668

25.6,28,23.8,1004.3,93,2.6,7.2,-,31.75

nan,nan,nan,nan,nan,nan,nan,nan,41.04166666666666

nan,nan,nan,nan,nan,nan,nan,nan,45.25

nan,nan,nan,nan,nan,nan,nan,nan,34.416666666666664

25.7,29,24,1003.4,91,3.1,11.1,22.2,33.166666666666664

25.3,30,23,1004,89,3.7,15,25.9,30.625

26.1,29.6,23.6,1003.9,85,3.4,17.6,27.8,30.33333333333333

25.8,29,22.7,1004.5,80,3.7,15.6,22.2,31.75

nan,nan,nan,nan,nan,nan,nan,nan,34.208333333333336

nan,nan,nan,nan,nan,nan,nan,nan,11.625

nan,nan,nan,nan,nan,nan,nan,nan,0.0

25.7,29.5,21.2,1006.6,74,4,14.3,18.3,0.0

25.9,29.5,22,1006.9,78,3.1,12.8,22.2,0.0

26.6,31,22.6,1007.8,74,3.7,17,27.8,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,26.166666666666668

nan,nan,nan,nan,nan,nan,nan,nan,76.875

28.1,32.5,22.7,1006,68,4,10.6,14.8,83.45833333333333

27.8,31.5,23.1,1005.5,73,4,8.7,16.5,71.66666666666667

25.9,31,23,1004.8,84,3.5,10.2,14.8,65.625

nan,nan,nan,nan,nan,nan,nan,nan,53.375

nan,nan,nan,nan,nan,nan,nan,nan,56.083333333333336

nan,nan,nan,nan,nan,nan,nan,nan,69.70833333333333

27.9,33,23.8,1004.3,78,4.7,7.6,22.2,62.375

27.6,32.2,24,-,76,5,12,20.6,24.875

25.2,29,23,-,86,-,10.7,16.5,37.333333333333336

nan,nan,nan,nan,nan,nan,nan,nan,50.125

nan,nan,nan,nan,nan,nan,nan,nan,46.54166666666666

nan,nan,nan,nan,nan,nan,nan,nan,43.958333333333336

27.7,32,22.6,1004.5,71,5,10.6,22.2,41.5

27.2,32,22.8,1005.6,72,4.7,9.8,22.2,38.79166666666666

28.6,32.2,22.8,1005.7,66,5,12.4,27.8,48.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,76.91666666666667

nan,nan,nan,nan,nan,nan,nan,nan,34.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,30.33333333333333

26.9,31,23.6,1005.8,83,3.9,9.6,14.8,26.666666666666668

27.4,32,24,1007,79,3.9,9.1,18.3,29.0

27.7,32,23.8,1006.3,77,4.8,9.3,14.8,34.25

nan,nan,nan,nan,nan,nan,nan,nan,62.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,65.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,61.708333333333336

25.7,30,23,1007.1,88,3.4,7.6,14.8,60.54166666666666

26.6,30.5,23,1006.8,83,4.7,8.3,11.1,41.583333333333336

27.1,33,22.7,1006.2,73,4,11.7,22.2,50.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,40.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,60.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,80.04166666666667

25.6,31,18.2,1009.7,57,5.1,8.9,14.8,82.83333333333333

26,32,18.8,1010.2,56,4.8,8,14.8,95.25

26.4,33,20.4,1010.9,62,5.1,4.4,9.4,115.83333333333331

nan,nan,nan,nan,nan,nan,nan,nan,149.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,145.58333333333334

nan,nan,nan,nan,nan,nan,nan,nan,126.16666666666669

26.4,32,17.9,1009,43,5,10.7,18.3,136.70833333333334

24.7,32,17.9,1007.5,50,5,6.5,9.4,160.66666666666666

24.7,32.5,16.8,1008.6,54,5.3,7,51.9,173.58333333333334

nan,nan,nan,nan,nan,nan,nan,nan,168.625

nan,nan,nan,nan,nan,nan,nan,nan,174.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,245.66666666666663

24.1,30,19.4,1009.5,55,4.8,13.5,18.3,261.6666666666667

25.4,31,17.6,1012.1,45,5,8.9,18.3,272.4166666666667

24.8,31,16.6,1013.2,49,5,8.1,14.8,226.29166666666663

nan,nan,nan,nan,nan,nan,nan,nan,291.7083333333333

nan,nan,nan,nan,nan,nan,nan,nan,207.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,149.625

23.1,30,14,1016.1,46,4.2,8,14.8,99.70833333333331

22.7,30.4,14.8,1015.5,46,4,7.2,16.5,217.375

22.6,29,14.2,1014.7,49,4.3,5.6,11.1,309.375

22.1,29,14,1014.5,52,4.8,5.9,22.2,166.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,429.1666666666667

nan,nan,nan,nan,nan,nan,nan,nan,332.4583333333333

nan,nan,nan,nan,nan,nan,nan,nan,321.5416666666667

21.6,30,14,1013.2,43,3.9,9.1,18.3,278.0

22.9,29.5,12.5,1014.9,37,3.9,5.7,11.1,192.33333333333331

20.1,30,12.4,1015.2,45,2.7,7,18.3,235.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,153.29166666666666

-,-,-,-,-,-,-,-,171.54166666666666

nan,nan,nan,nan,nan,nan,nan,nan,224.16666666666663

nan,nan,nan,nan,nan,nan,nan,nan,196.75

22.1,29.2,12.6,1015.4,45,4,6.7,14.8,221.54166666666663

20.5,29,13.2,1015,54,3.9,6.9,11.1,210.54166666666663

19.5,28,12.5,1016.3,53,3.5,5,11.1,251.20833333333331

nan,nan,nan,nan,nan,nan,nan,nan,172.83333333333334

nan,nan,nan,nan,nan,nan,nan,nan,166.70833333333334

nan,nan,nan,nan,nan,nan,nan,nan,130.70833333333334

20.8,31,11.8,1013.5,52,3.5,4.1,9.4,194.70833333333331

20.8,29,12.7,1013.9,53,4,4.8,7.6,250.875

20.1,29,12,1013.7,51,4,3.9,11.1,274.875

nan,nan,nan,nan,nan,nan,nan,nan,207.91666666666663

nan,nan,nan,nan,nan,nan,nan,nan,134.45833333333334

nan,nan,nan,nan,nan,nan,nan,nan,110.0

20.2,29.5,11.9,1014.7,51,4,5.7,11.1,160.0

20.1,29.5,11.9,1014.7,50,4,5,11.1,217.91666666666663

19.7,29,11.3,1014.7,50,4,4.6,11.1,184.20833333333331

nan,nan,nan,nan,nan,nan,nan,nan,130.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,118.91666666666669

21.2,29,13.2,1015.1,47,3.7,7.6,11.1,176.375

19.5,26.5,13.8,1016.5,60,1.9,10,18.3,185.95833333333331

18.7,26,13.2,1018.8,71,1.9,7,9.4,195.375

nan,nan,nan,nan,nan,nan,nan,nan,151.04166666666666

nan,nan,nan,nan,nan,nan,nan,nan,170.875

nan,nan,nan,nan,nan,nan,nan,nan,239.125

18.6,27,10.6,1016.3,58,3.7,6.5,9.4,365.2916666666667

18.2,27,10.2,1015.6,60,3.2,7.2,14.8,312.2083333333333

17.7,25.5,10.4,1014.2,59,3.7,4.1,11.1,237.625

nan,nan,nan,nan,nan,nan,nan,nan,179.33333333333334

nan,nan,nan,nan,nan,nan,nan,nan,122.54166666666669

nan,nan,nan,nan,nan,nan,nan,nan,121.33333333333331

20.2,28,13,1014.2,52,3.7,8.5,14.8,202.875

22,26.2,14.6,1016.3,42,4.7,9.4,14.8,260.1666666666667

19.2,27,10.6,1016.3,52,4.5,7.2,14.8,403.9583333333333

nan,nan,nan,nan,nan,nan,nan,nan,455.5833333333333

nan,nan,nan,nan,nan,nan,nan,nan,382.7083333333333

nan,nan,nan,nan,nan,nan,nan,nan,277.7083333333333

16.9,25,9.2,1017.2,65,4.2,5.4,11.1,284.1666666666667

18.4,25,9,1016.8,56,4.5,5.4,16.5,288.4166666666667

17.4,25.5,8,1017.3,56,4.3,6.5,11.1,256.8333333333333

nan,nan,nan,nan,nan,nan,nan,nan,175.75

nan,nan,nan,nan,nan,nan,nan,nan,180.79166666666663

nan,nan,nan,nan,nan,nan,nan,nan,166.91666666666666

18.9,26,11,1014.4,52,4.8,11.1,18.3,169.0

15.8,22,7.5,1017.1,55,3.9,7.4,11.1,186.04166666666663

17,24.7,9,1017.3,63,2.1,9.8,14.8,185.58333333333331

nan,nan,nan,nan,nan,nan,nan,nan,114.08333333333331

nan,nan,nan,nan,nan,nan,nan,nan,140.45833333333334

nan,nan,nan,nan,nan,nan,nan,nan,108.08333333333331

-,-,-,-,-,-,-,-,nan

20.1,27,13.6,1013.3,60,4.7,12.4,18.3,284.7958333333333

14.7,22,9.9,1017.2,85,1.6,9.1,16.5,219.72083333333333

15.5,22,10,1017.7,77,1.9,6.5,13,182.1875

nan,nan,nan,nan,nan,nan,nan,nan,115.28749999999998

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,12.379166666666668

17.8,24,11,1010.5,68,4,7.4,18.3,154.03750000000002

19.1,26,12.4,1011.6,64,3.9,6.3,14.8,223.20833333333331

16.2,22,12.8,1012.3,86,1.1,8.1,14.8,200.64583333333337

nan,nan,nan,nan,nan,nan,nan,nan,154.875

nan,nan,nan,nan,nan,nan,nan,nan,129.38749999999996

nan,nan,nan,nan,nan,nan,nan,nan,224.2458333333333

12.4,19,4,1016.8,52,5,9.6,14.8,285.225

13.8,21.4,7,1017,52,4.5,10.2,14.8,236.825

17.2,24.5,11.6,1016.1,56,4.5,7.8,14.8,276.90833333333336

nan,nan,nan,nan,nan,nan,nan,nan,245.65

nan,nan,nan,nan,nan,nan,nan,nan,218.6708333333333

nan,nan,nan,nan,nan,nan,nan,nan,47.82500000000001

16.1,21,11.4,1019.5,77,2.3,11.1,24.1,108.0

17.8,24.5,11.6,1019.4,64,2.6,8.9,14.8,107.625

20.6,27,11.6,1019,63,3.2,9.1,14.8,125.89166666666668

nan,nan,nan,nan,nan,nan,nan,nan,179.3083333333333

nan,nan,nan,nan,nan,nan,nan,nan,239.85

nan,nan,nan,nan,nan,nan,nan,nan,220.1916666666667

21.8,30,15,1017,52,4,8.7,14.8,181.01250000000005

21,30,16,1014.2,54,4.2,12.4,25.9,152.55416666666667

16.4,22,11,1018.2,69,3.1,11.9,18.3,152.32083333333335

nan,nan,nan,nan,nan,nan,nan,nan,171.42916666666665

nan,nan,nan,nan,nan,nan,nan,nan,251.375

nan,nan,nan,nan,nan,nan,nan,nan,251.82916666666668

20.8,29,12.5,1013.8,44,5,5.9,9.4,319.7375

21.2,30,10.8,1014.8,40,4.8,8.3,13,332.7083333333333

21.6,29,13.7,1016.4,45,5.3,8.9,14.8,279.6

21.5,30,13.5,1015.7,49,5,8.5,14.8,179.11666666666667

nan,nan,nan,nan,nan,nan,nan,nan,166.29999999999998

nan,nan,nan,nan,nan,nan,nan,nan,78.25416666666666

nan,nan,nan,nan,nan,nan,nan,nan,54.958333333333336

18.8,26.2,11,1014.8,52,4.5,5.9,14.8,54.79166666666666

23.3,31,12.2,1013.6,42,5,10.7,18.3,93.375

20.2,26.5,13,1014.6,41,5.1,11.1,16.5,103.0

nan,nan,nan,nan,nan,nan,nan,nan,211.125

nan,nan,nan,nan,nan,nan,nan,nan,192.29166666666663

nan,nan,nan,nan,nan,nan,nan,nan,152.0

22.1,27,14.6,1019.2,66,3.2,9.3,11.1,132.20833333333334

22.7,28,16,1019.7,63,2.7,8.7,11.1,127.70833333333331

22.2,28,15,1019.8,57,3.9,8.1,16.5,109.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

24.7,32,15,1013.5,41,5.3,6.7,14.8,56.458333333333336

27.2,34,17.2,1008.6,28,5,18.1,29.4,135.83333333333334

23.9,31,16.6,1008.3,35,5,15.4,22.2,122.5

nan,nan,nan,nan,nan,nan,nan,nan,119.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,67.125

nan,nan,nan,nan,nan,nan,nan,nan,46.708333333333336

24,30,11.4,1015.5,23,5.1,6.5,11.1,69.66666666666667

23.9,31,13.6,1012.5,31,5.1,10.7,18.3,79.83333333333333

25,32,14.8,1013.4,28,5.5,8.7,14.8,62.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,81.04166666666667

25.9,35.2,16.9,1010.5,35,5.1,10.9,22.2,21.20833333333333

26.8,35,16.8,1008.9,29,5.1,12,25.9,1.9166666666666667

24.1,32.5,15.5,1007.1,36,5,8.9,24.1,1.8333333333333333

nan,nan,nan,nan,nan,nan,nan,nan,1.7916666666666667

nan,nan,nan,nan,nan,nan,nan,nan,31.625

nan,nan,nan,nan,nan,nan,nan,nan,112.08333333333331

26.3,31.2,16,1007.8,23,5.1,11.7,18.3,105.83333333333331

26.9,33,16,1006.4,30,4.5,15,24.1,117.58333333333331

25.7,32,18.5,1005.5,32,5.3,15.4,22.2,122.70833333333331

nan,nan,nan,nan,nan,nan,nan,nan,76.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,159.08333333333334

nan,nan,nan,nan,nan,nan,nan,nan,147.95833333333334

21.4,28,12.6,1013.1,27,5.3,7.2,11.1,111.95833333333331

22.7,29.5,13,1013.9,25,5.5,10,18.3,59.208333333333336

24.4,31,14.4,1012.9,23,5.5,9.4,18.3,77.20833333333333

nan,nan,nan,nan,nan,nan,nan,nan,87.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,90.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,63.91666666666666

24.6,32,17.9,1011.9,46,5.3,16.5,38.9,98.70833333333331

24.4,31,14.8,1012.4,38,5.3,7.2,14.8,123.70833333333331

26,34,16,1012.4,31,5,8.7,14.8,64.79166666666667

nan,nan,nan,nan,nan,nan,nan,nan,62.875

nan,nan,nan,nan,nan,nan,nan,nan,88.375

nan,nan,nan,nan,nan,nan,nan,nan,77.66666666666667

30.6,38,20.1,1009.2,24,5.3,9.8,20.6,52.333333333333336

30.2,38,22,1010.2,27,4.5,8.7,11.1,52.04166666666666

31.8,39,21.8,1009.8,25,5.3,7.6,14.8,128.33333333333334

nan,nan,nan,nan,nan,nan,nan,nan,87.58333333333333

nan,nan,nan,nan,nan,nan,nan,nan,2.9166666666666665

nan,nan,nan,nan,nan,nan,nan,nan,0.0

33.2,40.5,22.3,1008.3,21,5.3,13.3,27.8,0.0

33.1,40,22.5,1006.5,20,5.3,17.2,22.2,23.20833333333333

32.9,39.2,25.3,1004.9,19,5.3,21.3,37,15.166666666666666

32.2,40,20.7,1006.5,24,5.3,14.4,22.2,21.25

nan,nan,nan,nan,nan,nan,nan,nan,25.75

nan,nan,nan,nan,nan,nan,nan,nan,52.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,89.0

30.4,37,22.5,1006.5,21,5.3,20.6,35.2,81.83333333333333

29.9,37,18.8,1008.6,16,5.3,10.4,18.3,105.33333333333331

29.8,36,20,1009.8,12,5.3,12.8,18.3,117.75

nan,nan,nan,nan,nan,nan,nan,nan,20.791666666666668

nan,nan,nan,nan,nan,nan,nan,nan,64.79166666666667

nan,nan,nan,nan,nan,nan,nan,nan,87.375

33.1,41,21,1005.9,14,5.3,12.2,25.9,84.5

34.2,41.2,22.2,1004.3,13,5.3,9.8,25.9,46.91666666666666

34.3,41,22.4,1002.6,15,5.3,16.5,31.7,104.625

nan,nan,nan,nan,nan,nan,nan,nan,109.625

nan,nan,nan,nan,nan,nan,nan,nan,63.458333333333336

-,-,-,-,-,-,-,-,77.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,110.875

-,-,-,-,-,-,-,-,42.958333333333336

-,-,-,-,-,-,-,-,0.0

33.3,40,25,1003.8,26,5.3,20.4,35.2,30.875

31.9,38,24,1004.3,29,5.5,14.4,27.8,75.58333333333333

31.6,38,24,1005.9,23,5.3,18.9,29.4,106.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,120.875

nan,nan,nan,nan,nan,nan,nan,nan,79.91666666666667

nan,nan,nan,nan,nan,nan,nan,nan,0.0

33.6,40,22.2,1005.6,15,5.3,14.3,27.8,0.0

33.6,40,23,1005.8,19,5.1,17.8,37,0.0

31.6,39.5,23.2,1005.8,28,5.5,14.6,31.7,38.5

33.7,39,24.8,1006.1,24,5.5,12.2,31.7,94.75

34.2,40,24.9,1007.2,20,5.3,8.5,22.2,142.5

35.7,41,24,1006.5,19,5.3,13,18.3,133.375

nan,nan,nan,nan,nan,nan,nan,nan,102.41666666666669

nan,nan,nan,nan,nan,nan,nan,nan,101.75

nan,nan,nan,nan,nan,nan,nan,nan,117.95833333333331

35.8,43,26.7,1005.3,20,5.3,13.7,27.8,147.83333333333334

33.6,42.2,25.6,1005.5,29,5,15.6,31.7,158.29166666666666

34.3,41,25.6,1003.6,26,5.3,13.1,25.9,149.58333333333334

nan,nan,nan,nan,nan,nan,nan,nan,107.29166666666669

nan,nan,nan,nan,nan,nan,nan,nan,96.25

nan,nan,nan,nan,nan,nan,nan,nan,76.25

38.9,43,29,1002.4,18,5.3,12,18.3,101.5

38.1,43,31,1001.5,19,5.5,17.4,27.8,106.5

36.3,42.5,29.9,1000.2,23,5.3,21.5,27.8,128.125

nan,nan,nan,nan,nan,nan,nan,nan,108.0

nan,nan,nan,nan,nan,nan,nan,nan,125.625

nan,nan,nan,nan,nan,nan,nan,nan,137.16666666666666

35.6,42.5,28.8,1002.6,25,5.3,16.9,31.7,101.95833333333331

36.1,41,28.7,1000.8,21,5.3,18.1,37,98.41666666666669

35.1,41,27.6,1001.4,24,5.3,14.6,22.2,94.375

nan,nan,nan,nan,nan,nan,nan,nan,118.5

nan,nan,nan,nan,nan,nan,nan,nan,89.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,87.25

35.8,42,28.3,1000,24,5.3,14.4,33.5,107.625

37.1,44,27.6,998.6,26,5.5,13,27.8,110.41666666666669

37.5,44,31,997.9,25,5.3,20.7,64.8,95.83333333333331

nan,nan,nan,nan,nan,nan,nan,nan,93.5

nan,nan,nan,nan,nan,nan,nan,nan,97.625

nan,nan,nan,nan,nan,nan,nan,nan,76.95833333333333

32.1,39,22,999.3,42,5.3,13.9,33.5,72.25

33.5,38,26,1000.4,41,5.3,10.6,20.6,38.66666666666666

36.4,40.5,27.3,1001.2,32,5,8,13,45.375

36.8,43.2,26.8,999.5,28,5.3,11.1,24.1,65.16666666666667

nan,nan,nan,nan,nan,nan,nan,nan,67.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,80.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,74.16666666666667

29.1,33,23.2,1004.7,64,5.3,14.6,27.8,66.08333333333333

28.2,35,24.7,1003.1,68,5.1,15,25.9,77.66666666666667

28.9,35,23.6,1001.6,66,5.5,13.3,29.4,70.25

nan,nan,nan,nan,nan,nan,nan,nan,75.125

nan,nan,nan,nan,nan,nan,nan,nan,37.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,57.375

32.7,39,27,999,41,5.3,17,35.2,56.29166666666666

32.8,38,26.2,1001.3,44,5.6,17.2,27.8,77.0

32.3,39,25.2,1001.6,50,5,17,27.8,32.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,40.833333333333336

nan,nan,nan,nan,nan,nan,nan,nan,42.54166666666666

nan,nan,nan,nan,nan,nan,nan,nan,93.08333333333331

31.8,37,26.8,999.4,51,5.5,17.8,31.7,80.625

32.3,37,26.9,999.1,46,5.5,18.1,27.8,90.70833333333331

30.1,36.2,23,1000,60,5,20.7,46.5,97.29166666666669

nan,nan,nan,nan,nan,nan,nan,nan,79.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,87.75

nan,nan,nan,nan,nan,nan,nan,nan,63.5

29.4,35,24.7,997.4,66,5.3,10.9,22.2,50.708333333333336

27.9,35,23,998.2,79,4.8,9.8,37,40.375

